timestamp,binary_hash,hamming_to_prev
2025-11-29T21:34:38.646629,10011101 10100000 11011101 00011000 01011110 11111000 01110100 11110000 00000111 11101111 10001011 01100111,5
2025-11-29T21:34:39.002243,10011101 00100010 11011101 00011000 01011110 11111000 01111100 11110100 00000111 11101111 10111111 01100111,7
2025-11-29T21:34:39.503990,10011101 00100010 11011101 00011000 01011110 10111000 01111100 11110100 00000111 11101111 10111011 01100111,2
2025-11-29T21:34:39.849192,10011101 00100010 11011101 00011010 01011110 11111010 01111100 11110100 00000111 11101111 10111011 01100111,3
2025-11-29T21:34:40.190316,00011101 10101010 11111101 00011000 01011110 11111000 01111100 11110000 00000111 11101111 10111001 01100111,8
2025-11-29T21:34:40.539922,10011101 00110000 11111101 00011000 01011110 11111000 01111100 11110100 00000111 11101111 10111011 01101111,8
2025-11-29T21:34:40.875537,10011101 00100000 11011101 00011000 01001110 11111000 01111100 11110000 00000111 11101111 10001011 01100111,7
2025-11-29T21:34:41.255206,10011101 00100010 11011101 00011000 01011110 11111010 01101100 11110100 00000111 11101111 10111011 01100111,7
2025-11-29T21:34:41.686399,10011101 00100010 11011101 00011000 01011110 11111000 01111100 11010100 00000111 11101111 10011011 01100111,4
2025-11-29T21:34:42.138750,11011101 10100000 11011101 00011010 01001110 11111000 01111100 11110000 00000111 11101111 10101011 01100111,9
2025-11-29T21:34:42.466052,11011101 00100000 11011101 00010000 01011110 11111000 01111100 11110000 00000111 11101111 10101001 01100111,5
2025-11-29T21:34:42.844982,10001101 00100000 11011101 00011000 01001110 01101000 01111100 11110001 00000111 11101111 10101101 01100111,8
2025-11-29T21:34:43.174093,10001101 00101000 11011101 00011000 01001110 11111000 01111100 11110000 00000111 11101111 10111001 01100111,6
2025-11-29T21:34:43.526217,10011101 00100010 11011101 00011010 01011110 11111010 01110100 11110000 00000111 11101111 10111011 01100111,8
2025-11-29T21:34:43.916103,10001101 10010010 11011101 00010000 01011111 11110010 01111100 11111000 00000111 11101111 10101011 01101111,12
2025-11-29T21:34:44.302439,10011101 10100010 11011101 00010010 01011110 11111000 01111100 01110000 00000111 11101111 10011011 01100111,12
2025-11-29T21:34:44.840607,10011101 00100000 11011101 00011000 01001110 11101000 01111100 11110000 00000111 11101111 10101001 01100101,11
2025-11-29T21:34:45.260151,10011101 00100000 11011101 00011000 01001110 11111000 01111100 11110001 00000111 11101111 10101011 01100111,4
2025-11-29T21:34:45.618550,10011101 00100010 11011101 00011010 01011110 11111010 01111100 11110100 00000111 11101111 10001111 01101111,9
2025-11-29T21:34:45.995221,11011101 10100000 11111101 00011000 01011110 11101010 01111100 11110000 00000111 11101111 10101001 01100101,12
2025-11-29T21:34:46.404804,10011101 10101010 11111101 00011010 01001110 11111010 01111100 11110000 00000111 11101111 10001011 01101111,10
2025-11-29T21:34:46.768862,10001101 10100010 11011101 00011000 01001110 11111010 01111100 11110000 00000111 11101111 10001011 01101111,4
2025-11-29T21:34:47.186409,10011101 10100000 11011101 00011000 01001110 11111000 01111100 11110000 00000111 11101111 10001011 01100111,4
2025-11-29T21:34:47.620628,10001101 10100000 11111111 00010000 01001110 10110000 01111000 11110001 10000111 11101111 10001111 01101111,11
2025-11-29T21:34:48.048304,10011101 10101010 11111101 00011010 01011110 11110000 01111100 11110000 00000111 11101111 10001011 01101111,12
2025-11-29T21:34:48.464877,10011101 10100010 11011101 00010010 01011110 11111000 01111000 11110001 00000111 11101111 10001011 01101111,6
2025-11-29T21:34:48.823295,11011101 10100010 11011101 00011010 01011110 11111010 01111100 11110000 00000111 11101111 10101011 01101111,6
2025-11-29T21:34:49.183092,10011101 00100010 11011101 00011010 01001110 11111010 01111100 11110100 00000111 11101111 10001011 01101111,5
2025-11-29T21:34:49.533559,10011101 00100010 11011101 00011011 01011110 01110010 01111100 11110001 00000111 11101111 10001011 01101111,6
2025-11-29T21:34:49.884380,11011101 10100010 11111101 00010010 01011110 11110010 01111000 11010101 00000111 11101111 10001001 01101111,10
2025-11-29T21:34:50.377873,10011101 00101010 11111101 00011010 01111110 11110010 01111000 11110101 00000111 11101111 10111011 01101111,9
2025-11-29T21:34:50.767000,10011101 00100010 11011101 00011010 01001110 11111010 01111100 11110100 00000111 11101111 10011011 01101111,8
2025-11-29T21:34:51.151161,10001101 00100000 11111101 00011000 01011110 11110000 01111100 11110001 10000111 11101111 10001011 01101111,11
2025-11-29T21:34:51.515198,10011101 00100000 11111101 00011000 01001110 10111000 01111000 11110100 00000111 11101111 10001011 01101111,8
2025-11-29T21:34:51.936517,10011101 10101000 11111101 00011001 01001110 11110000 01111100 11110001 00000111 11101111 10001011 01101111,8
2025-11-29T21:34:52.385013,11011101 10110000 11011101 00011010 01011110 11111000 01111100 11110000 00000111 11101111 10101011 01101111,10
2025-11-29T21:34:52.857776,10011101 10101000 11111101 00011010 01001110 11111000 01111100 11110000 00000111 11101111 10001011 01100111,7
2025-11-29T21:34:53.387862,11011101 00100000 11011101 00011000 01001110 10111000 01111100 11110000 10000111 11101111 10001011 01101111,8
2025-11-29T21:34:53.912646,10011101 00100000 11111101 00011001 01001110 11100000 01111000 11110001 00000110 11101111 10001011 01101111,10
2025-11-29T21:34:54.303101,10001101 10101010 11011101 00001000 01001110 11111000 01111100 11110001 00000111 11101111 10001011 01101111,11
2025-11-29T21:34:54.739968,10011101 00100010 11111101 00011001 01001110 11101000 01111100 11110001 00000111 11101111 10001011 01101111,7
2025-11-29T21:34:55.212629,10011101 10100010 11011101 00011010 01011110 11111010 01111100 11110100 00000111 11101111 10011011 01101111,10
2025-11-29T21:34:55.641442,11011101 10100000 11011101 00011000 01001110 11111010 01111100 11110000 00000111 11101111 10001011 01101111,6
2025-11-29T21:34:56.044497,11011101 00101000 11111101 00011010 01011110 11111000 01111100 11110000 00000111 11101111 10101011 01101111,7
2025-11-29T21:34:56.409441,11011101 00100010 11011101 00011011 01011110 01110010 01111000 11110101 00000111 11101111 10001011 01101111,11
2025-11-29T21:34:57.008139,11011101 10101000 11011101 00011010 01011110 10111000 01111100 11110100 00000111 11101111 10101011 01101111,11
2025-11-29T21:34:57.475875,11011101 00111000 11111101 00011011 01011110 01111010 01101100 11110000 00000111 11101011 10111101 01100111,14
2025-11-29T21:34:57.914337,11011101 00100000 11111101 00001000 01011110 11111000 01111000 11110010 10000111 11101111 10001011 01100111,16
2025-11-29T21:34:58.285440,10011101 00100000 11111101 00010000 01111110 11101000 01111100 11110001 10000111 11101111 10011011 01101111,10
2025-11-29T21:34:58.675212,10011101 00100000 11111101 00011000 01111110 11111000 01111100 11110000 00000111 11101111 10111011 01100111,6
2025-11-29T21:34:59.061314,10011101 00100000 11111101 00011011 01011110 11101010 01101100 11110000 00000111 11101111 10111001 01101111,8
2025-11-29T21:34:59.452019,10011101 00110000 11011101 00001010 01011110 11101010 01111100 11110000 00000111 11101011 10111001 01100111,7
2025-11-29T21:34:59.869268,10011101 00100010 11111101 00011000 01011110 11101000 01111100 11110000 00000111 11101011 10111001 01100111,6
2025-11-29T21:35:00.301368,10011101 00100000 11011101 00011010 01011110 11111010 01101100 11110000 00000111 11101111 10111011 01100111,8
2025-11-29T21:35:00.732011,10011101 00100000 11111101 00001001 01011110 11101010 01101100 11110000 00000111 11101011 10111001 01100111,7
2025-11-29T21:35:01.112074,10011101 00100000 11111101 00001000 01011110 11101010 01101100 11110000 00000111 11101111 10111011 01100111,3
2025-11-29T21:35:01.555013,10011001 00101010 11111101 00010000 01011110 11111010 01111100 11110000 00000111 11101011 10111011 01101111,9
2025-11-29T21:35:01.970599,10011101 00110000 11111101 00011011 01011110 11111010 01101100 11110000 00000111 11101111 10111011 01100111,10
2025-11-29T21:35:02.379409,00011101 00101000 11111101 00001001 01011110 11101010 01101100 11110000 00000111 11101111 10111011 01100111,6
2025-11-29T21:35:02.877348,10011101 00101000 11111101 00001010 01011110 11101000 01101100 11110000 00000111 11101111 10111011 01100111,4
2025-11-29T21:35:03.265452,11011101 10111000 11111101 00001010 01011110 11111010 01101100 11110000 00000111 11101111 10111001 01100111,6
2025-11-29T21:35:03.692635,10011101 10111000 11111101 00010000 01011110 11111010 01111100 11110000 00000111 11101111 10111011 01101111,7
2025-11-29T21:35:04.127119,10011101 00100000 11011101 00011010 01011110 11101010 01111100 11110000 00000111 11101111 10111011 01100111,8
2025-11-29T21:35:04.551778,10011101 01010000 11111101 00011010 01111110 11111010 01111100 11110000 00000111 11101111 10111011 01101111,7
2025-11-29T21:35:04.937654,11011101 00110000 11111101 00011010 01011110 11111010 01111100 11110000 00000111 11101111 10111011 01100111,5
2025-11-29T21:35:05.328209,10011101 00100000 11111101 00001011 01011110 11101010 01101100 11110100 00000111 11101111 10011011 01100111,8
2025-11-29T21:35:05.766131,11011101 10000000 11111101 00011011 01011110 11111010 01101100 11110000 00000111 11101111 10111011 01100111,7
2025-11-29T21:35:06.212929,11011101 00100010 11111101 00011011 01011110 01101010 01101100 11110000 00000111 11101111 10111001 01100111,6
2025-11-29T21:35:06.596001,10011101 00100000 11011101 00001010 01011110 11101010 01101100 11110100 00000111 11101111 10011011 01100101,10
2025-11-29T21:35:06.998295,10011101 00110000 11011101 00001010 01011110 11101010 01101100 11110000 00000111 11101011 10111001 01100111,6
2025-11-29T21:35:07.373111,10011101 00100000 11111101 00011010 01011110 11111010 01101100 11110000 00000111 11101111 10111001 01100111,5
2025-11-29T21:35:07.792850,11011101 10000010 11111101 00011010 01011110 01111010 01111000 11110001 00000111 11101111 10001011 01100111,11
2025-11-29T21:35:08.198671,10011101 00100000 11011101 00011011 01011110 11111010 01100100 11110000 00000111 11101111 10111001 01100111,14
2025-11-29T21:35:08.687930,10011101 00100000 11111101 00001010 01011110 11101010 01101100 11110000 00000111 11101111 10111001 01100111,5
2025-11-29T21:35:09.077547,10011101 10101010 11111101 00001011 01011110 11111010 01111100 11110100 00000111 11101111 10111011 01100111,8
2025-11-29T21:35:09.515172,10011101 10100000 11111101 00001010 01011110 11111010 01101100 11110000 00000111 11101111 10111011 01101111,6
2025-11-29T21:35:09.947363,11011101 00110000 11011101 00001010 01011110 11101010 01111100 11110000 00000111 11101011 10111001 01100111,9
2025-11-29T21:35:10.382585,10011101 00101000 11111101 00001010 01011110 11101010 01101100 11110000 00000111 11101111 10111011 01100111,7
2025-11-29T21:35:10.779661,10011101 00110000 11111101 00011011 01011110 11101010 01111100 11110000 00000111 11101111 10111001 01100111,6
2025-11-29T21:35:11.169743,10011101 00100000 11111101 00011011 01011110 11101010 01101100 11110000 00000111 11101111 10111001 01100111,2
2025-11-29T21:35:11.541634,10011101 00110000 11111101 00001010 01011110 11101010 01101100 11110000 00000111 11101011 10111011 01100111,5
2025-11-29T21:35:11.932252,11011101 00100000 11011101 00011011 01011110 01101010 01101100 11110000 00000111 11101111 10101001 01100111,9
2025-11-29T21:35:12.383824,10011101 10101000 11111101 00001010 01011110 11101010 01101100 11110000 00000111 11101111 10111001 01100111,8
2025-11-29T21:35:12.810915,10011101 00111010 11111101 00001010 01011110 11111010 01111100 11110000 00000111 11101111 10111001 01100111,5
2025-11-29T21:35:13.196015,10011101 00100000 11111101 00001010 01011110 11111010 01101100 11110000 00000111 11101111 10111011 01101111,6
2025-11-29T21:35:13.576096,11011101 00100000 11011101 00001010 01011110 11101010 01111100 11110000 00000111 11101111 10111001 01100101,7
2025-11-29T21:35:13.952200,11011101 00101000 11111101 00001011 01011110 11101010 01101100 11110000 00000111 11101111 10101001 01100111,6
2025-11-29T21:35:14.454500,11011101 10111010 11011101 00001010 01011110 11101010 01101100 11110000 00000111 11101111 10111001 01100111,6
2025-11-29T21:35:14.924195,10011101 00111010 11111101 00011011 01011110 11101010 01101100 11110000 00000111 11101011 10111001 01100111,6
2025-11-29T21:35:15.349690,10011101 00100000 11111101 00011011 01011110 11101010 01101100 11110000 00000111 11101011 10111001 01100111,3
2025-11-29T21:35:15.727267,11011101 00100000 11011101 00001010 01011110 11101010 01111100 11110000 00000111 11101111 10111001 01100111,6
2025-11-29T21:35:16.126352,11011101 00111000 11111101 00011011 01011110 01101010 01101100 11110000 00000111 11101111 10111101 01100111,8
2025-11-29T21:35:16.509428,11011101 00000000 11011101 00011011 01011110 01101010 01101100 11110000 00000111 11101011 10011101 01100111,6
2025-11-29T21:35:16.945682,11011101 00101000 11111101 00011011 01011110 01101010 01101100 11110001 00000111 11101111 10111001 01100111,7
2025-11-29T21:35:17.399798,11011101 00100010 11011101 00001010 01011110 11101010 01101100 11110000 00000111 11101111 10011011 01100111,9
2025-11-29T21:35:17.827889,10011101 00100000 11111101 00011011 01011110 01101010 01111100 11110100 00000111 11101111 10111011 01100111,9
2025-11-29T21:35:18.195969,11011101 00110000 11111101 00011011 01011110 11111010 01100100 11110000 00000111 11101011 10111011 01100111,8
2025-11-29T21:35:18.580513,11011101 00111010 11011101 00001010 01011110 01101010 01101100 11110000 00000111 11101011 10101001 01100111,10
2025-11-29T21:35:18.984082,10011101 00100010 11011101 00001010 01011110 11111010 01101100 11110000 00000111 11101011 10111011 01100111,7
2025-11-29T21:35:19.346539,10011101 00100010 11111101 00011010 01011110 11101010 01101100 11110000 00000111 11101111 10111001 01100111,5
2025-11-29T21:35:19.739142,10011101 00100000 11111101 00001010 01011110 11101010 01111100 11110000 00000111 11101111 10011011 01100111,5
2025-11-29T21:35:20.106873,10011101 00100000 11111101 00011011 01011110 11111010 01101100 11110000 00000111 11101111 10011011 01100111,4
2025-11-29T21:35:20.597847,11011101 10111000 11111101 00011011 01001110 11111010 01101000 11110000 00000111 11101011 10101011 01100111,9
2025-11-29T21:35:21.015933,11011101 00100000 11111101 00011011 01011110 01101010 01101100 11110000 00000111 11101111 10011001 01100111,11
2025-11-29T21:35:21.398806,11011101 00100000 11111101 00001011 01011110 11101010 01101100 11110000 00000111 11101011 10111001 01100111,4
2025-11-29T21:35:21.778999,10011101 00100000 11111101 00001011 01011110 11101010 01101100 11110000 00000111 11101011 10011011 01100101,4
2025-11-29T21:35:22.161074,10011101 00100000 11011101 00001010 01011110 11101010 01111100 11110000 00000111 11101111 10011001 01100111,6
2025-11-29T21:35:22.538724,10011101 00011000 11111101 00010010 01011110 11111010 01110100 11110000 00000111 11101111 10111011 01101111,11
2025-11-29T21:35:22.911583,10011101 00010010 11111101 00010000 01011110 01111010 01111100 11110000 00000111 11101111 10111011 01100111,6
2025-11-29T21:35:23.293397,11011101 00111000 11111101 00010011 01011110 01101010 01111100 11110000 00000111 11101111 10111101 01100101,10
2025-11-29T21:35:23.733830,10011101 00111000 11111101 00011011 01001110 01101000 01111100 11110000 00000111 11101111 10111101 01100111,5
2025-11-29T21:35:24.131205,10011101 00100010 11111101 00011010 01011110 11111010 01111100 11110000 00000111 11101111 10111011 01100111,10
2025-11-29T21:35:24.548278,11011101 00101000 11111101 00011010 01011110 01111010 01101100 11110000 00000111 11101111 10111101 01100111,7
2025-11-29T21:35:24.974444,10011101 00100010 11011101 00011011 01011110 01111010 01101100 11110000 00000111 11101111 10011001 01100111,7
2025-11-29T21:35:25.387107,10011101 00100000 11111101 00011011 01011110 01101010 01111100 11110000 00000111 11101111 10111001 01100111,5
2025-11-29T21:35:25.792294,11011101 00100000 11011101 00011010 01011110 11111010 01111100 11110000 00000111 11101111 10111001 01100111,5
2025-11-29T21:35:26.298618,10011101 00100000 11011101 00011010 01011110 11101010 01101100 11110000 00000111 11101111 10011001 01100111,4
2025-11-29T21:35:26.744790,11011101 10111000 11111101 00011011 01011110 01101010 01101100 11110000 00000111 11101111 10111001 01100111,8
2025-11-29T21:35:27.182901,11011101 10100000 11011101 00001010 01011110 11101010 01101100 11110000 00000111 11101111 10011001 01100111,7
2025-11-29T21:35:27.573986,11011101 00111000 11111101 00011011 01011110 01101010 01101100 11110000 00000111 11101111 10111001 01100111,8
2025-11-29T21:35:27.978195,11011101 00111000 11111101 00011010 01011110 11101010 01111100 11110000 00000111 11101111 10111001 01100111,3
2025-11-29T21:35:28.359254,11011101 00001000 11111101 00011010 01011110 11101010 01101100 11110000 00000111 11101011 10001001 01100111,6
2025-11-29T21:35:28.786359,11011101 00101000 11111101 00011011 01011110 01101010 01111100 11110000 00000111 11101111 10111001 01100111,7
2025-11-29T21:35:29.211257,10011101 00111000 11111101 00011011 01011110 11101010 01101100 11110000 00000111 11101111 10111011 01100111,5
2025-11-29T21:35:29.589361,10011101 00100010 11111101 00011011 01011110 01101010 01101100 11110001 00000111 11101111 10011001 01100111,7
2025-11-29T21:35:29.999699,10011101 00101000 11111101 00001010 01011110 11101010 01101100 11110000 00000111 11101011 10111001 01100111,8
2025-11-29T21:35:30.375445,10011101 00110000 11111101 00011011 01011110 11111010 01101000 11110100 00000111 11101111 10011011 01100111,10
2025-11-29T21:35:30.752288,10011101 00111010 11111101 00011010 01011110 11111010 01101100 11110000 00000111 11101111 10111011 01101111,7
2025-11-29T21:35:31.143167,10011101 00101010 11011101 00001010 01011110 11101010 01101100 11110000 00000111 11101011 10111001 01100111,7
2025-11-29T21:35:31.581609,10011101 00100000 11111101 00011010 01011110 11101010 01101100 11110000 00000111 11101111 10111001 01100111,5
2025-11-29T21:35:32.058146,10011101 00100000 11111101 00001001 01011110 11101010 01101100 11110000 00000111 11101111 10111001 01100111,3
2025-11-29T21:35:32.789471,10011101 00010000 11111101 00010010 01011110 11101010 01111100 11111000 10000111 11101111 10101011 01101111,12
2025-11-29T21:35:33.279767,10001101 10111010 11111101 00011000 01011110 11110000 01111100 11110000 00000111 11101111 10001011 01101111,13
2025-11-29T21:35:33.718867,10011101 00101000 11111101 00011000 01001110 11110000 01111100 11010000 00000111 11101111 10001011 01101111,6
2025-11-29T21:35:34.128040,10001101 10101010 11111101 00010000 01011110 10110000 01111100 11010000 00000111 11101111 10001011 01101111,6
2025-11-29T21:35:34.580438,10001101 00100000 10111101 00010000 01111111 11110000 01111000 11110001 10000111 11101111 10001011 01101111,11
2025-11-29T21:35:34.999314,10001101 00101010 11111111 00011000 01001110 10100000 01111100 11110001 10000111 11101111 10001011 01101111,11
2025-11-29T21:35:35.408471,10001101 00101010 11111101 00011000 01011110 11101000 01111100 11110001 00000110 11101111 10001001 01101111,7
2025-11-29T21:35:35.796564,10001101 00101010 11111101 00011000 01001110 11101000 01111100 11110001 00000110 11101111 10001011 01101111,2
2025-11-29T21:35:36.223642,10001101 00101010 11111101 00011000 01001110 11101000 01111000 11110101 00000110 11101111 10001011 01101111,2
2025-11-29T21:35:36.703095,10011101 00101000 11111101 00011000 01001110 11111000 01111100 11110101 10000111 11101111 10011011 01101111,7
2025-11-29T21:35:37.128165,10011101 00100000 11011101 00001000 01001110 11111000 01111100 11110100 10000111 11101111 10011011 01101111,4
2025-11-29T21:35:37.465999,10011101 00101000 11111101 00001001 01001110 11101000 01101100 11110001 00000111 11101111 10011011 01101111,8
2025-11-29T21:35:37.848645,10011101 10101000 11111101 00011001 01011110 11101000 01111100 11110000 10000111 11101111 10001011 01101111,7
2025-11-29T21:35:38.247319,10011101 10101010 11111101 00011001 01001110 11101000 01111110 11110100 00000111 11101111 10011011 01101111,6
2025-11-29T21:35:38.818701,10001101 00101010 11111101 00001000 01001110 11101010 01111100 11110000 00000111 11101111 10011001 01101111,8
2025-11-29T21:35:39.177977,10011101 00101010 11111101 00011001 01011110 11101010 01111100 11110100 00000111 11101111 10011011 01101111,6
2025-11-29T21:35:39.562577,10011101 00100010 11011101 00011010 01011110 10111010 01111100 11110100 00000111 11101111 10011001 01101111,7
2025-11-29T21:35:39.987095,10011101 00100010 11111101 00011001 01011110 11111010 01111100 11110100 10000111 11101111 10111011 01101111,7
2025-11-29T21:35:40.388753,10001101 00100000 11111101 00011001 01001110 11101000 01101000 11110001 00000111 11101111 10001001 01101111,13
2025-11-29T21:35:40.771726,10011101 00101010 11111101 00011000 01001110 11101010 01101100 11110100 00000111 11101111 10111001 01101111,10
2025-11-29T21:35:41.174555,10011101 00100010 11111101 00011011 01001110 01111010 01101100 11110100 00000111 11101111 10011001 01101111,6
2025-11-29T21:35:41.619503,10011101 00101010 11011101 00011000 01001110 11101010 01111100 11110001 00000111 11101111 10111001 01101111,10
2025-11-29T21:35:41.955720,10011101 10101010 11111101 00011011 01011110 11111010 01111100 11110100 00000111 11101111 10111001 01101111,8
2025-11-29T21:35:42.349026,10011101 00101010 11011101 00011010 01001110 01101010 01111100 11110001 00000111 11101111 10001001 01101111,10
2025-11-29T21:35:42.712696,10011101 00100010 11111101 00011000 01011110 11111010 01111100 11110000 00000111 11101111 10111001 01101111,9
2025-11-29T21:35:43.076409,11011101 00101010 11111101 00011011 01011110 11101010 01101100 11110100 00000111 11101111 10111001 01101111,7
2025-11-29T21:35:43.420211,10011101 00100000 11011101 00001011 01011110 11101010 01111100 11110000 00000111 11101111 10001001 01101111,9
2025-11-29T21:35:43.756602,10011101 00100010 11111101 00011011 01011110 01101010 01101100 11110100 00000111 11101111 10011001 01101111,7
2025-11-29T21:35:44.110595,10011101 00100010 11111101 00011011 01001110 11101010 01111100 11110100 00000110 11101111 10111001 01101111,5
2025-11-29T21:35:44.571368,10011101 00101010 11111101 00011001 01001110 11101010 01101100 11110101 00000111 11101111 10011001 01101111,6
2025-11-29T21:35:45.000280,11011101 00101010 11111101 00011011 01011110 11111010 01101100 11110101 00000111 11101111 10111001 01101111,5
2025-11-29T21:35:45.337520,10011101 00101000 11111101 00011011 01011110 11101010 01101100 11110000 00000111 11101111 10001011 01101111,8
2025-11-29T21:35:45.713193,10011101 00101010 11111101 00011010 01001110 11101010 01111100 11110101 00000111 11101111 10101001 01100111,9
2025-11-29T21:35:46.115698,00011101 00101000 11111101 00011001 01001110 11101000 01101100 11110001 00000111 11101111 10111001 01100111,8
2025-11-29T21:35:46.481072,11011101 10101010 11011101 00001010 01001110 01101010 01111100 11110000 00000111 11101111 10001001 01100111,14
2025-11-29T21:35:46.867472,10011101 00101010 11111101 00011001 01011110 11101010 01111100 11110000 00000111 11101111 10111001 01101111,11
2025-11-29T21:35:47.304491,10001101 10100000 11111101 00010000 01111110 10100010 01111100 11110001 10000111 11101111 10001011 01101111,14
2025-11-29T21:35:47.722843,10011101 00101010 11111101 00011010 01011110 11100010 01111100 11110100 00000111 11101111 10011011 01101111,12
2025-11-29T21:35:48.142331,10011101 00100000 11011101 00011010 01011110 11101010 01111100 11110000 00000111 11101111 10001001 01101111,7
2025-11-29T21:35:48.524415,10011101 00101010 11011101 00011001 01001110 11111010 01101100 11110100 00000111 11100111 10111001 01101101,12
2025-11-29T21:35:48.897550,11011101 00101010 11111101 00011011 01011110 11111010 01111100 11110100 00000111 11100111 10101001 01101111,7
2025-11-29T21:35:49.268225,10011101 00101010 11011101 00011000 01001110 10111010 01111100 11110100 00000111 11101111 10111001 01101111,8
2025-11-29T21:35:49.786971,10011101 00101010 11111101 00011011 01001110 11101010 11111100 11110100 00000111 11100011 10111001 01101111,8
2025-11-29T21:35:50.387740,11011101 00101010 11011101 00011010 01011110 11111010 01111100 11110000 00000111 11101111 10101011 01101111,11
2025-11-29T21:35:50.858419,10011101 10101010 11111101 00010000 01011110 11110010 01111100 11110001 00000111 11101111 10001011 01101111,8
2025-11-29T21:35:51.308972,10001101 00101010 11111101 00011000 01001110 11101010 01111100 11110001 00000110 11101111 10001001 01101111,8
2025-11-29T21:35:51.782435,10011101 10101010 11111101 00011001 01001110 11111010 01111100 11110000 00000111 11100111 10101001 01101111,8
2025-11-29T21:35:52.218062,10011101 00101010 11111101 00011001 01001110 11101010 01101100 11110101 00000111 11101011 10011001 01101111,9
2025-11-29T21:35:52.638139,11011101 10101010 11011101 00011010 01001110 01111010 01111100 11110100 00000111 11100111 10101001 01101101,14
2025-11-29T21:35:53.130759,10011101 00101010 11111101 00011001 01001110 11101010 11111100 11110100 00000111 11100011 10111001 01101101,10
2025-11-29T21:35:53.599786,10001101 10101010 11111101 00001000 01001110 11101000 01111100 11110000 00000111 11101111 10001001 01100101,12
2025-11-29T21:35:54.044211,10011101 00101010 11111101 00011011 01001110 11101000 01101100 11110001 00000111 11101111 10001001 01100101,7
2025-11-29T21:35:54.487087,11001101 10101010 11011101 00011010 01001110 10101000 01111100 11110000 00000111 11101111 10001001 01100101,8
2025-11-29T21:35:54.910187,10011101 00101010 11111101 00011000 01001110 11101000 01111100 11110001 00000111 11101111 10001001 01100101,7
2025-11-29T21:35:55.254755,10001101 10101010 11011101 00011000 01001110 10101000 01111000 11110000 00000111 11101111 10001001 01100111,7
2025-11-29T21:35:55.676186,11011101 00101010 11011101 00011010 01011110 01111010 01111100 11110000 00000111 11101111 10001011 01101111,12
2025-11-29T21:35:56.035543,10011101 00101010 11011111 00001000 01001110 11101010 01111100 11110000 00000111 11101111 10001011 01101111,7
2025-11-29T21:35:56.556774,11011101 00101000 11011101 00011010 01011110 01111010 01101100 11110000 00000111 11101011 10011001 01100111,13
2025-11-29T21:35:56.993374,10011101 00101000 11111101 00010000 01111110 11101000 01101100 11110001 10000111 11101111 10001111 01100111,14
2025-11-29T21:35:57.391190,11011101 10101010 11111101 00011010 01011110 11100000 01111100 11110000 00000111 11101111 10111011 01101111,14
2025-11-29T21:35:57.936781,11011101 00100010 11111101 00011011 01001110 11101010 01111000 11110001 00000111 11101111 10001001 01101111,11
2025-11-29T21:35:58.365264,10011101 00100000 11011101 00001000 01011110 11101010 01111100 11110000 00000111 11101111 10011001 01100111,11
2025-11-29T21:35:58.768379,10001101 00100000 11011101 00001000 01001110 11101010 01111100 11110000 10000111 11101011 10011001 01100111,4
2025-11-29T21:35:59.138280,10011101 10111010 11111101 00011000 01011110 11111000 01111100 11110101 00000111 11101111 10111011 01101111,17
2025-11-29T21:35:59.524107,10011101 00111010 11111101 00011010 01011110 11101000 01111100 11110000 00000111 11101111 10011011 01100111,7
2025-11-29T21:35:59.965243,10011101 00101000 11111101 00011001 01001110 11101000 01111100 11110001 00000111 11101111 10011001 01100111,7
2025-11-29T21:36:00.341465,11011101 00101010 11111101 00011011 01001110 11101000 01101100 11110100 00000111 11101111 10101001 01101101,10
2025-11-29T21:36:00.732265,10011101 00101010 11111101 00011001 01001110 11101000 01101100 11110101 00000111 11101111 10001001 01101111,5
2025-11-29T21:36:01.103881,11011101 10101000 11011101 00001000 01011110 11101010 01111100 11110000 00000111 11101111 10001001 01100111,12
2025-11-29T21:36:01.448013,10001101 00100000 11011101 00001010 01011110 11100010 01111100 11110000 00000111 11101111 10001011 01101111,8
2025-11-29T21:36:01.834070,11011101 00100010 11011101 00011010 01001110 11101010 01111100 11110100 00000111 11100111 10111101 01101111,12
2025-11-29T21:36:02.355730,10011101 00101010 11111101 00011001 01011110 11101000 01111100 11110100 00000111 11101011 10111011 01101111,11
2025-11-29T21:36:02.803136,10001101 00100000 11111101 00011000 01011110 11100000 01101100 11110001 00000111 11101111 10001011 01101111,11
2025-11-29T21:36:03.265705,11001101 00101000 11011101 00001010 01001110 10111010 01111100 11110000 00000111 11101111 10001001 01101111,13
2025-11-29T21:36:03.676301,10011101 10101000 11011101 00001010 01001110 11101000 01111100 11110000 00000111 11101111 10001001 01100101,8
2025-11-29T21:36:04.066494,10011101 00100000 11011101 00011010 01001110 11111000 01111100 11110100 00000111 11101111 10011011 01101111,9
2025-11-29T21:36:04.464583,10011101 00101000 11111101 00001000 01001110 11101000 01111100 11110000 00000111 11101111 10111001 01100101,10
2025-11-29T21:36:04.921209,11011101 00101010 11111101 00011010 01011110 01101010 01111100 11110000 00000111 11101111 10111001 01101101,8
2025-11-29T21:36:05.384477,11011101 00101010 11011101 00011010 01011110 11111010 01111100 11110100 00000111 11101111 10101001 01101111,6
2025-11-29T21:36:05.839281,11011101 00100010 11011101 00011010 01011110 11101010 01101100 11110000 00000111 11101111 10101101 01100111,6
