timestamp,binary_hash,hamming_to_prev
2025-11-29T22:03:48.972801,11011101 00101010 11111101 00010000 01011100 11111010 01111100 11110000 00000111 11101111 10101011 01101111,7
2025-11-29T22:03:49.306335,11011101 00100010 11011101 01010001 01011100 01111000 01110000 11110001 00000111 11100110 10111111 01101111,13
2025-11-29T22:03:49.623785,11011101 00101010 11111101 00010000 01111100 11111000 01111100 11110001 01000111 11100111 10101011 01101111,12
2025-11-29T22:03:50.092852,11011101 10100010 11011101 00010000 01011101 01111010 01111100 11110101 00000111 11101110 10101001 01101111,12
2025-11-29T22:03:50.457410,11011101 00100000 11111101 00010000 01111111 01111000 01111100 11110001 10000111 11101111 10001011 01101111,11
2025-11-29T22:03:50.870990,11011101 00100000 11111101 00010000 01111110 01111010 01111100 11110000 00000111 11101111 10101111 01101111,6
2025-11-29T22:03:51.253722,11011101 00100000 11111101 00010000 01011100 11111010 01111100 11110000 00000111 11101111 10101011 01101111,4
2025-11-29T22:03:51.590474,11011101 00100000 11111101 00010001 01111101 11111000 01111100 11110001 00000111 11101111 10101011 01101111,5
2025-11-29T22:03:51.921315,11011101 00100000 11111101 00010001 01111100 01111000 01111000 11110001 10000111 11100111 10101111 01101111,6
2025-11-29T22:03:52.308479,01001101 10100010 11111101 00010000 01011101 11110010 01111000 11111100 00000111 11100111 10001111 01101111,15
2025-11-29T22:03:52.649959,01011101 10100000 11111101 00010000 01111101 11111010 01111100 11110000 00000111 11100111 10101001 01100111,11
2025-11-29T22:03:53.038382,11011101 10100000 11111101 00010000 01011101 11111000 01111100 11110001 10000111 11101110 10101001 01100111,7
2025-11-29T22:03:53.410218,11011101 10100000 11111101 00010000 01011111 11111000 01111000 11110000 10000111 11100111 10101001 01100110,6
2025-11-29T22:03:53.770978,11011101 00100000 11111101 00010000 01011101 01111000 01111100 11110101 00000111 11101011 10101001 01100111,10
2025-11-29T22:03:54.136019,11000101 00110000 11111101 00010000 01111001 01100001 01111100 11010000 10000111 10101111 10111100 01101110,19
2025-11-29T22:03:54.510726,11001101 00100000 11011101 00010000 01111011 11110000 01111100 11110000 10000111 11101111 10101101 01101110,11
2025-11-29T22:03:54.835884,11011101 00100100 11111101 00010000 01111100 11111000 01111100 11110000 10000111 11101111 10101011 01101111,10
2025-11-29T22:03:55.150926,11011101 00100010 11011101 01010000 01011111 01111010 01111100 11110100 00000111 11101010 10111001 01100111,16
2025-11-29T22:03:55.578907,11011101 10100000 11011101 00010000 01111110 01111000 01111100 11110000 10000111 11101011 10101101 01100111,11
2025-11-29T22:03:55.896231,11011101 10100000 11111101 00010000 01111100 11110000 01111100 11110000 10000111 11100111 10101011 01101111,9
2025-11-29T22:03:56.188564,11011101 10100000 11111101 00010001 01111100 11110000 01111100 11110001 10000111 11101111 10101011 01101111,3
2025-11-29T22:03:56.519185,11011101 10100000 11111101 00010000 01011100 11111000 01111100 11110000 01000111 11101111 10101011 01101110,7
2025-11-29T22:03:56.885340,01011101 10100000 11111101 00010000 01011110 01111000 01111100 11110000 00000111 11100111 10101111 01100110,7
2025-11-29T22:03:57.211729,11011101 10100000 11011101 00010000 01111110 01110000 01111100 11010000 10000111 11101110 10101001 01101111,12
2025-11-29T22:03:57.524335,11011101 10100010 11011101 00010000 01011101 11111010 01111100 11110101 01000111 11101111 10101011 01101111,14
2025-11-29T22:03:57.851102,11011101 10100010 11111101 00010000 01011100 11111000 01111100 11110100 10000111 11101111 10101011 01101111,6
2025-11-29T22:03:58.176684,11001101 00100000 11111101 00010000 01111111 11111010 01111100 11110000 10000111 11101111 10101011 01101110,9
2025-11-29T22:03:58.521601,11011101 00100010 11011101 00010000 01011100 11111010 01111100 11110110 00000111 11101110 10111011 01101111,12
2025-11-29T22:03:58.851795,11011101 10100010 11111101 00010001 01111100 11111010 01111100 11110100 01000111 11101110 10101011 01101111,7
2025-11-29T22:03:59.182230,11011101 00100010 11111101 00010001 01111110 11110010 01110100 11110100 00000111 11101110 10101011 01101111,5
2025-11-29T22:03:59.533923,11011101 00100010 11111101 01010000 01011100 11111010 01111100 11110100 01000111 11100110 10111011 01101111,9
2025-11-29T22:03:59.920759,11011101 00100010 11111101 00011001 01101100 01111000 01111100 11110101 01000111 11101110 10111011 01101111,9
2025-11-29T22:04:00.265917,11011101 00100000 11111101 00010000 01111100 01111000 01111100 11110001 00000111 11101111 10111011 01101111,7
2025-11-29T22:04:00.705251,11011101 00100010 11011101 00010001 01111101 01111010 01111100 11110000 10000111 11100110 10111011 01101111,9
2025-11-29T22:04:01.025826,11011101 00100000 11111101 00010000 01111101 01111010 01111100 11110001 11000111 11101111 10111001 01101111,8
2025-11-29T22:04:01.362403,11001101 00100010 11111101 00010000 01111110 11111010 01111100 11110000 00000111 11101111 10101001 01101111,9
2025-11-29T22:04:01.710808,11011101 00100010 11111101 00010000 01111100 01111010 01111100 11110101 00000111 11101110 10101001 01101111,6
2025-11-29T22:04:02.052185,11011101 00100010 11111101 00010000 01111100 11111000 01110100 11110111 01000111 11101111 10111001 01101111,7
2025-11-29T22:04:02.398719,11001101 10100000 11111101 00010000 01111100 11111000 01111100 11110000 10000111 11101111 10101011 01101111,11
2025-11-29T22:04:02.767436,11011101 00100000 11111101 00010001 01111111 01101010 01101100 11110001 10000111 11101011 10101001 01101111,12
2025-11-29T22:04:03.099281,11011101 10100000 11111101 00010001 01001110 01111010 01101000 11110101 00000111 11100110 10101011 01101111,12
2025-11-29T22:04:03.435982,11011101 10100000 11111101 00010010 01011100 01111000 01101100 11010100 00000111 11100111 10101011 01101111,9
2025-11-29T22:04:03.779776,11011101 00100010 11111101 00010000 01011111 01111010 01111100 11110101 10000111 11101111 10101001 01101111,12
2025-11-29T22:04:04.135760,11011101 00100000 11111101 00010000 01111101 11111000 01110100 11110001 11000111 11101111 10101001 01101111,8
2025-11-29T22:04:04.533248,11011101 00100010 11111101 00011000 01011110 11111000 01111100 11110100 00000111 11101111 10101001 01101111,10
2025-11-29T22:04:04.883159,11011101 00100000 11111101 00010001 01111101 01101011 01111100 11110101 00000111 11101111 10111001 01101111,12
2025-11-29T22:04:05.263938,11011101 00100000 11011101 00010000 01111111 01101010 01111100 11110001 10000111 11101111 10111001 01101111,6
2025-11-29T22:04:05.746267,11001101 00100000 11011101 00010000 01111101 01110010 01111100 11110001 10000111 11101111 10101011 01101111,6
2025-11-29T22:04:06.086216,11011101 00100000 11011101 00010000 01111110 01111010 01111100 11110000 10000111 11101011 10101001 01101111,7
2025-11-29T22:04:06.420260,11011101 10101010 11111101 00010001 01011100 11111000 01111100 11110000 01000111 11100111 10111011 01101111,15
2025-11-29T22:04:06.764964,11011101 00100010 11111101 00010000 01011100 11111000 01111100 11110100 01000111 11100111 10101011 01101111,5
2025-11-29T22:04:07.105188,11011101 00100000 11011101 00010000 01111100 01111010 01111100 11110001 10000111 11101011 10101001 01101111,12
2025-11-29T22:04:07.510202,11011101 00101000 11111101 00010000 01111110 01111000 01111100 11110111 00000111 11101111 10101001 01101111,8
2025-11-29T22:04:07.856061,11001101 00100010 11111101 01010000 01011100 01111010 01111100 11110100 00000111 11100111 10101001 01101111,10
2025-11-29T22:04:08.229620,11011101 00100000 11011101 00010000 01011100 01111010 01111100 11110000 00000111 11100111 10101111 01101111,7
2025-11-29T22:04:08.567244,11011101 00100010 11111101 00010000 01011100 01111000 01111100 11110100 00000111 11100111 10111011 01101111,6
2025-11-29T22:04:08.932624,11011101 00100010 11011101 00010001 01111110 01111010 01111100 11110101 00000111 11100111 10101111 01101111,8
2025-11-29T22:04:09.269413,11011101 00100010 11111101 00010001 01111100 01111010 01111100 11110101 00000111 11101011 10111011 01101111,6
2025-11-29T22:04:09.614476,11011101 00100010 11111101 01010001 01111100 11111010 01111100 11110100 00000111 11101111 10111111 01101111,5
2025-11-29T22:04:09.989054,11011101 00100010 11111101 00010000 01111100 11111000 01111100 11110001 00000111 11101110 10101011 01101111,8
2025-11-29T22:04:10.355429,11011101 00100000 11111101 00010000 01111110 01111000 01111100 11110000 00000111 11101111 10111101 01101111,8
2025-11-29T22:04:10.807224,11011101 00100010 11111101 00010001 01111110 01110000 01111000 11110001 00000111 11100110 10101101 01101111,8
2025-11-29T22:04:11.181135,11011101 00101010 11111101 00011001 01111110 01101011 01111100 11110001 00000111 11101011 10111001 01101111,12
2025-11-29T22:04:11.536966,11011101 00101010 11011101 00010000 01111110 01101000 01111100 11110001 00000111 11101011 10111101 01101111,6
2025-11-29T22:04:11.880885,11011101 00100000 11111101 00010000 01111110 01111000 01111100 11110001 00000111 11101111 10111111 01101111,6
2025-11-29T22:04:12.284592,11011101 00100000 11111101 00010000 01111110 01111000 01111100 11110000 00000111 11101110 10111001 01101111,4
2025-11-29T22:04:12.653708,01001100 10110100 10111101 00000000 01111110 11110000 01111110 11011010 10000011 11101111 10101101 01101110,20
2025-11-29T22:04:13.007438,01001100 10100100 10111101 00010000 01111011 11100000 01101110 11010000 10000011 10101111 10101101 01100110,10
2025-11-29T22:04:13.421184,01011101 10100010 11111101 01010001 01011100 11111000 01110000 11110100 00000111 11100110 10101111 01101111,27
2025-11-29T22:04:13.767676,01001101 00110000 11111101 00010000 01111110 11110000 01111100 11111000 10000111 11101111 10001101 01101110,19
2025-11-29T22:04:14.117255,01011100 10100001 10111101 00111100 01110110 11100101 10101110 10011001 10000011 11000101 10101101 01100100,27
2025-11-29T22:04:14.474051,01001101 10110000 11011101 00110000 01111011 01100100 01101110 11010000 10000111 11101011 10001101 01100110,25
2025-11-29T22:04:14.840844,11001101 10100000 11111101 00010010 01111100 01110010 01101000 11110100 00000111 11100111 10101101 01101111,21
2025-11-29T22:04:15.240681,11001101 10110000 11111101 01010001 01111100 01110000 01100000 11010100 00000111 11100010 10101101 01101110,10
2025-11-29T22:04:15.581336,11011101 10100000 10111101 01010001 01111100 11110000 01101000 11010101 00000111 11100010 10101101 01101110,6
2025-11-29T22:04:15.912721,11011101 10100000 11111101 00011001 01011110 11110000 01101100 11110101 00000111 11100111 10101011 01101111,12
2025-11-29T22:04:16.340164,11001101 10100010 11111101 00010001 01011111 11110000 01110110 11110100 00000111 11101110 10101111 01101111,11
2025-11-29T22:04:16.627917,01001101 00100000 11111101 00010000 01111110 11110000 01100100 11110000 00000111 11101111 10101101 01100110,13
2025-11-29T22:04:16.950182,01011101 00110000 11011101 00010000 01111110 01111010 01100100 11110000 00000111 11100011 10101101 01101110,9
2025-11-29T22:04:17.268005,11001101 00100000 11011101 00010000 01111100 01110010 01101100 11110000 00000111 11101111 10101101 01101110,8
2025-11-29T22:04:17.571796,11011101 00100000 11011101 00010000 01111110 01111000 01110100 11110010 00000111 11101111 10101101 01101110,7
2025-11-29T22:04:17.904779,11001101 00100000 11011101 00010000 01111100 01110000 01101100 11110001 00000111 11101011 10001101 01100110,10
2025-11-29T22:04:18.212295,01011101 00100000 11111101 00010000 01111110 11111000 01100100 11110001 10000111 11101011 10001101 01100111,9
2025-11-29T22:04:18.587921,11011101 10100000 11111101 00011001 01111110 01111000 01101100 11110101 00000111 11101110 10101011 01101111,14
2025-11-29T22:04:18.917410,01011101 00100000 11011101 00010000 01111110 01101001 01101100 11110000 00000111 11101011 10101101 01101110,14
2025-11-29T22:04:19.259725,11011101 00100100 11011101 00010000 01111010 01110000 01101100 11110011 10000111 11101111 10101101 01100111,12
2025-11-29T22:04:19.579528,11011101 00100010 11111101 00011001 01111110 01111000 01101000 11110101 00000111 11100111 10101001 01101111,14
2025-11-29T22:04:19.895500,11011101 00100100 10011101 00010000 01111110 01111000 01111100 11010000 10000111 11100111 10101101 01100111,14
2025-11-29T22:04:20.231030,11011101 00100010 11111101 00010001 01111100 01111000 01111100 11110101 00000111 11100111 10111001 01101111,13
2025-11-29T22:04:20.540022,11011101 00100010 11111101 00011001 01111110 01111000 01101000 11110101 00000111 11100011 10111101 01101111,6
2025-11-29T22:04:20.971096,11011101 00100110 11111101 00011001 01111110 01111000 01111100 11110101 00000111 11101111 10111011 01101111,7
2025-11-29T22:04:21.328792,11011101 00100000 11011101 00010000 01111110 01111000 01111100 11110000 10000111 11101111 10101101 01101111,11
2025-11-29T22:04:21.699485,11011101 00100010 11111101 00010001 01111100 01111010 01111000 11110101 00000111 11101110 10111001 01101111,12
2025-11-29T22:04:22.043634,11011101 00100010 11111101 00011000 01011100 11111000 01111100 11110100 00000111 11100110 10111111 01101111,10
2025-11-29T22:04:22.387812,11011101 00100010 11011101 00010011 01011100 11111000 01111000 11110100 00000111 11101110 10111011 01101111,7
2025-11-29T22:04:22.700056,11011101 00100010 11011101 00010000 01011111 01111010 01111100 11110101 00000111 11101111 10111111 01101111,10
2025-11-29T22:04:23.019524,11011101 00100100 11111101 00010000 01111110 01110000 01111100 11110000 00000111 11101111 10111101 01101111,10
2025-11-29T22:04:23.368961,11011101 00100000 11011101 00010010 01111110 01111000 01101100 11110001 00000111 11101111 10101101 01100111,8
2025-11-29T22:04:23.698346,11011101 00100010 11111101 00010001 01011100 11111000 01100000 11110101 00000111 11101111 10111011 01101111,14
2025-11-29T22:04:24.100290,11011101 00100010 11011101 01010001 01111100 01111010 01110100 11110101 00000111 11101110 10111001 01101111,9
2025-11-29T22:04:24.420544,11011101 00101110 11011101 00010000 01111110 01111000 01110100 11110111 00000111 11101111 10111011 01101111,9
2025-11-29T22:04:24.733701,11011101 00100000 11111101 00010000 01111110 01110000 01111100 11110001 00000111 11101111 10111101 01101111,10
2025-11-29T22:04:25.052742,11011101 00100100 11011101 00010000 01111110 01110000 01101100 11110001 00000111 11101111 10101101 01100111,5
2025-11-29T22:04:25.368773,01011101 00100000 11011101 00010000 01111110 01111000 01111100 11110000 00000111 11101111 10101101 01100111,5
2025-11-29T22:04:25.684380,11011101 10100000 11111101 00010001 01111110 01110000 01101100 11010000 00000111 11100111 10101001 01101111,10
2025-11-29T22:04:26.134592,11001101 10100000 11111101 00010001 01111110 11110000 01110110 11010000 00000111 11101111 10101101 01101110,8
2025-11-29T22:04:26.455759,11011101 10100000 11111101 00010001 01111110 11110000 01111100 11010000 00000111 11100111 10101101 01101111,5
2025-11-29T22:04:26.780915,11011001 00110000 11011101 01010010 01111110 01111010 01100100 11110001 00000111 11101011 10101001 01101111,17
2025-11-29T22:04:27.103778,11011101 00100010 11111101 00010001 01111110 01111000 01111100 11110101 00000111 11101110 10101001 01101111,13
2025-11-29T22:04:27.423619,11011101 10100010 11111101 01010011 01111110 01111000 01100100 11110101 00000111 11101111 10111011 01101111,8
2025-11-29T22:04:27.742504,11011101 00101010 11111101 00010001 01111100 01111000 01111000 11110101 00000111 11101111 10111111 01100111,10
2025-11-29T22:04:28.075105,11011101 10100000 10011101 00010000 01111110 01111000 01111100 11010000 00000111 11101111 10111001 01101111,14
2025-11-29T22:04:28.445278,11011101 00110010 11111101 01010011 01111100 01111010 01101000 11110101 00000111 11100110 10111001 01101111,17
2025-11-29T22:04:28.780889,01011101 00100000 11011101 00010000 01111110 01111000 01110100 11110000 10000111 11101111 10101101 01100111,20
2025-11-29T22:04:29.103085,01011101 10100100 11111101 00010000 01111110 01111000 01101100 11010000 00000111 11100111 10101101 01101111,9
2025-11-29T22:04:29.480323,11011101 00100000 11111101 00010001 01111110 01110000 01111100 11110101 00000111 11100111 10101101 01100111,10
2025-11-29T22:04:29.806304,11011101 10100000 11111101 01010001 01011100 11111000 01110100 11010100 01000111 11100110 10101001 01101110,14
2025-11-29T22:04:30.150246,01011101 00110100 11111101 00010000 01111100 11111000 01100100 11010000 00000111 11101011 10101101 01100110,15
2025-11-29T22:04:30.600708,11011101 00100000 11011101 00010000 01111110 01110000 01111100 11110001 00000111 11101111 10101101 01100111,13
2025-11-29T22:04:30.918216,11011101 00100010 11111101 01010010 01111100 11111000 01110000 11110101 00000111 11101110 10111011 01101111,15
2025-11-29T22:04:31.233300,01011101 10100110 11111101 00010001 01111100 11111000 01101000 11110101 00000111 11101111 10101011 01101111,10
2025-11-29T22:04:31.555948,11011101 10100010 11111101 00011001 01111100 01111000 01101100 11110101 00000111 11101110 10111011 01101111,7
2025-11-29T22:04:31.864613,11011101 00101010 11111101 00011000 01111100 11111000 01111000 11110101 00000111 11101111 10111011 01101111,7
2025-11-29T22:04:32.167882,11011101 00100000 11011101 00010000 01011110 01111010 01101100 11110001 00000111 11101111 10001001 01101111,14
2025-11-29T22:04:32.473112,11011101 00100000 11011101 00010000 01111100 01110010 01101100 11110001 00000111 11101111 10011001 01101111,4
2025-11-29T22:04:32.839469,11011101 10100010 11111101 00010001 01111100 11111000 01110000 11110101 01000111 11101110 10111001 01101111,14
2025-11-29T22:04:33.147394,11011101 10100010 11111101 00010011 01111100 01111000 01100000 11110101 00000111 11101111 10111001 01101111,5
2025-11-29T22:04:33.463104,11011101 00100000 11111101 01010011 01011110 01111010 01100100 11110000 00000111 11100011 10110101 01101111,13
2025-11-29T22:04:33.782227,11011101 00100000 10111101 00010001 01111100 01111010 01101100 11110000 10000111 11101011 10101101 01100111,11
2025-11-29T22:04:34.075817,11011101 00100000 11111101 00010001 01011100 01111010 01111100 11110000 00000111 11100011 10101101 01100111,5
2025-11-29T22:04:34.409470,11011101 00100010 11111101 00010001 01111110 11111000 01110100 11111001 00000111 11101111 10111101 01101111,12
2025-11-29T22:04:34.765031,11011001 00100110 11011101 00010010 01111110 01111010 01111100 11010101 00000111 11101110 10111001 01101111,13
2025-11-29T22:04:35.111139,01011101 00100010 11111101 00010001 01111100 01111000 01101000 11110101 00000111 11101011 10111111 01101111,15
2025-11-29T22:04:35.537390,01011101 00100010 11111101 00010001 01111110 01111000 01110000 11110100 00000111 11100011 10111101 01101111,6
2025-11-29T22:04:35.830708,01011101 00101010 11111101 00010001 01011110 01111000 01100100 11110101 00000111 11101011 10111111 01101111,7
2025-11-29T22:04:36.180613,11011101 00100010 11111101 00010011 01111100 01111000 01101100 11110101 00000111 11101110 10111111 01101111,8
2025-11-29T22:04:36.554555,11011101 00100000 11111101 01010001 01011110 01111000 01100100 11111001 10000111 11100011 10110101 01100110,16
2025-11-29T22:04:36.875207,11011101 00100000 11111101 01010011 01011110 01111010 01110100 11110000 10000111 11100011 10101101 01100110,7
2025-11-29T22:04:37.181101,11011101 00100000 10111101 01010001 01011110 01111010 01110100 11110000 00000111 11100010 10111001 01101111,8
2025-11-29T22:04:37.536188,11011101 00101010 11111101 01010011 01111100 01111000 01111000 11110101 00000111 11101011 10111001 01101111,13
2025-11-29T22:04:37.872162,11011101 00100010 11111101 00010010 01111110 01111000 01110000 11110001 00000111 11101010 10111111 01101111,9
2025-11-29T22:04:38.205203,01011101 00100010 11111101 00010001 01111110 01111010 01111100 11110000 00000111 11101011 10111101 01101111,9
2025-11-29T22:04:38.563890,11011101 00100000 11011101 00010000 01011110 01111010 01111100 11110000 00000111 11100011 10111101 01101111,6
2025-11-29T22:04:38.952218,11011101 00100000 10111101 00010001 01111110 01111010 01111100 11110000 10000111 11100011 10111111 01101111,6
2025-11-29T22:04:39.359171,11011001 00100010 11011101 00010010 01111110 01111010 01111100 11110000 10000111 11101111 10111111 01101111,8
2025-11-29T22:04:39.751486,11011101 00101000 11011101 00010010 01011110 01111010 01111100 11110001 10000111 11101011 10101101 01101111,8
2025-11-29T22:04:40.156044,11011101 00100010 11111101 01010000 01111111 01111010 01110100 11110101 00000111 11101110 10111001 01101111,14
2025-11-29T22:04:40.618791,11011101 00100010 11111101 01010011 01011110 01111000 01110100 11110101 00000111 11101110 10111101 01101111,6
2025-11-29T22:04:41.208574,11011101 00100010 11111101 01010011 01011100 01111010 01110000 11111100 00000111 11100110 10101101 01101111,7
2025-11-29T22:04:41.539759,11011101 00100000 11111101 00010001 01011100 11101000 01111100 11110001 10000111 11101011 10111111 01101111,17
2025-11-29T22:04:41.874063,11011101 00100000 11111101 00010001 01111110 01111010 01111100 11111000 00000111 11101011 10111111 01101111,8
2025-11-29T22:04:42.193595,11011001 00100010 11111101 00010001 01111110 01111010 01111100 11110000 10000111 11100011 10111111 01101111,5
2025-11-29T22:04:42.513297,11011001 00100010 11111101 00010000 01111111 01111010 01111100 11110001 10000111 11101111 10111001 01101111,7
2025-11-29T22:04:42.853965,11011101 00100010 11111101 00010011 01111110 01111010 01110100 11110001 10000111 11101111 10101001 01101111,6
2025-11-29T22:04:43.254732,11011101 00100010 10111101 01010001 01111111 11111010 01110100 11010000 10000111 11101110 10101111 01101111,10
2025-11-29T22:04:43.571565,11011101 00100010 11111101 01010010 01111111 01111011 01110100 11010000 00000111 11101010 10111101 01101111,9
2025-11-29T22:04:44.021480,11011101 00100010 11111101 00010011 01111111 01111010 01111100 11110001 00000111 11101110 10111001 01101111,8
2025-11-29T22:04:44.340094,11011001 00100000 11111101 00010001 01111111 01111000 01111100 11010101 10000111 11101111 10101101 01101111,10
2025-11-29T22:04:44.679211,11011101 00100010 11111101 00010011 01111110 01111010 01110000 11110101 00000111 11100111 10101101 01101111,10
2025-11-29T22:04:45.034123,11011001 00100010 11111101 00010011 01111110 01111010 01110100 11110101 00000111 11101111 10111011 01101111,6
2025-11-29T22:04:45.370964,11011101 00100010 11111101 01010001 01011110 01111010 01110100 11110100 00000111 11101110 10111111 01101111,7
2025-11-29T22:04:45.717131,11011101 00100000 11111101 01010000 01011111 01111010 01110100 11110100 00000111 11101110 10111001 01101111,5
2025-11-29T22:04:46.044684,11011101 00100010 11111101 01010011 01011100 01111010 01111000 11110100 00000111 11100010 10111001 01101111,9
2025-11-29T22:04:46.467699,11011101 00100010 11111101 01010011 01011100 11111010 01110100 11111101 00000111 11100110 10101111 01101111,9
2025-11-29T22:04:46.797885,01011101 00100010 11111101 01010001 01011100 11111000 01101100 11111000 00000111 11100111 10101111 01101111,8
2025-11-29T22:04:47.133696,11011101 00100010 11111101 01010001 01011110 11111010 01100100 11110100 00000111 11101110 10101111 01101111,8
2025-11-29T22:04:47.445489,11011101 00100000 11111101 01010011 01111100 11111010 01100000 11110101 00000111 11100110 10101011 01101111,8
2025-11-29T22:04:47.778449,11011101 00100000 11111101 01010001 01111110 01101010 01100000 11110101 00000111 11101010 10101001 01101111,7
2025-11-29T22:04:48.102175,11011001 00100000 11111101 01010001 01111110 01111010 01100100 11110001 10000111 11101011 10101011 01101111,7
2025-11-29T22:04:48.423602,11011101 00100000 11111101 00010001 01111110 01111010 01101100 11110001 10000111 11100110 10101111 01101111,7
2025-11-29T22:04:48.737212,11011101 00100000 11111101 01010011 01111100 01111010 01100000 11110100 00000111 11100011 10101111 01101111,10
2025-11-29T22:04:49.072502,11011101 00100010 11111101 01010011 01011100 11111010 01100000 11110101 00000111 11101110 10101011 01101111,8
2025-11-29T22:04:49.415239,11011101 00100000 11111101 01010001 01011111 01111010 01110100 11110000 00000111 11101011 10101101 01101111,13
2025-11-29T22:04:49.748984,11011101 00100010 11111101 00010001 01111100 11111000 01111100 11110000 00000111 11100110 10111111 01101111,13
2025-11-29T22:04:50.099298,11011101 00100000 11111101 01010001 01011100 11111000 01100100 11111000 00000111 11100011 10111111 01101110,9
2025-11-29T22:04:50.478776,11011101 00100000 11111101 01010001 01011111 01111010 01100100 11110000 00000111 11101010 10111001 01101110,9
2025-11-29T22:04:50.829193,11011101 00100000 11111101 01010011 01111100 01111010 01100100 11110101 00000111 11101110 10101011 01101111,10
2025-11-29T22:04:51.263687,11011101 00100000 11111101 00010001 01111110 01111000 01111100 11110001 10000111 11101111 10111111 01101111,11
2025-11-29T22:04:51.588061,11011001 00100000 11111101 00010010 01111110 01111010 01111100 11110000 10000111 11101011 10111111 01101111,6
2025-11-29T22:04:51.985877,11011101 00101010 11111101 00010001 01011110 01111010 01101100 11110001 00000111 11100011 10101101 01101111,12
2025-11-29T22:04:52.389546,11011101 00100010 11011101 00010001 01111110 01111010 01111100 11110000 10000111 11101011 10111111 01101111,9
2025-11-29T22:04:52.775185,11011101 00100000 11111101 00010001 01111110 01111010 01101100 11110000 10000111 11101011 10111101 01101111,4
2025-11-29T22:04:53.214529,11011001 00100010 11011101 00010011 01011110 01111010 01101100 11110000 00000111 11100011 10101111 01101111,9
2025-11-29T22:04:53.604205,11011001 00100010 11111101 01010011 01111100 01111010 01101100 11110100 00000111 11101011 10111101 01101111,8
2025-11-29T22:04:53.940044,11011101 10100010 11111101 01010011 01011100 01111010 01100100 11110000 00000111 11100010 10111011 01101111,9
2025-11-29T22:04:54.298114,11011101 00100010 11111101 01010011 01011100 01111010 01100100 11110101 00000111 11101110 10111001 01101111,6
2025-11-29T22:04:54.640564,11011101 00100010 11111101 01010011 01011111 01111010 01100100 11110101 00000111 11101010 10111001 01101111,3
2025-11-29T22:04:54.962449,11011101 00100010 11111101 01010011 01111110 11101010 01100100 11110000 00000111 11101010 10111001 01101111,6
2025-11-29T22:04:55.287963,11011001 00100000 11111101 01010011 01111110 01101010 01100100 11110000 00000111 11101010 10110001 01101111,4
2025-11-29T22:04:55.614933,11011001 00100010 11111101 01010011 01111111 01101010 01100100 11110001 00000111 11101011 10101011 01101111,7
2025-11-29T22:04:55.921832,11011101 00100010 11111101 00010001 01111110 01111010 01101100 11110100 00000111 11101010 10111111 01101111,11
2025-11-29T22:04:56.296868,11011101 00100010 11111101 01010001 01011100 01111010 01111100 11110001 00000111 11100010 10101111 01101111,8
2025-11-29T22:04:56.603463,11011101 00100000 10111101 01010011 01111100 01111010 01101100 11110001 10000111 11100010 10101101 01101111,7
2025-11-29T22:04:57.103751,11011101 00101010 11111101 00010011 01011110 01111010 01111100 11110001 00000111 11100011 10101111 01101111,10
2025-11-29T22:04:57.403896,11011001 00101010 11111101 00010011 01111110 01111010 01111100 11110001 00000111 11101011 10101011 01101111,4
2025-11-29T22:04:57.696869,11011101 00100010 11111101 01010011 01011100 01111010 01110100 11110101 00000111 11101010 10111101 01101111,11
2025-11-29T22:04:58.013501,11011101 00100010 11111101 01010011 01011110 01111010 01110100 11110100 00000111 11100010 10111101 01101111,3
2025-11-29T22:04:58.337104,11011101 00100010 11111101 01010010 01011110 01111010 01110100 11110000 00000111 11100010 10111101 01101111,2
2025-11-29T22:04:58.666440,11011101 00100010 11111101 01010000 01011110 01111010 01111100 11110000 00000111 11101111 10111101 01101111,5
2025-11-29T22:04:59.008186,11011101 00100000 11111101 00010011 01111110 01111010 01111100 11110000 00000111 11101011 10111101 01101111,6
2025-11-29T22:04:59.379198,11011101 00100000 11111111 00010001 01111110 01111010 01111100 11111000 10000111 11100011 10101111 01101111,7
2025-11-29T22:04:59.793387,11011001 00100010 11111101 00010011 01111110 01111010 01111100 11110000 10000111 11101111 10111101 01101111,9
2025-11-29T22:05:00.180064,11011001 00100010 11111101 00010011 01011110 01111010 01111100 11110000 10000111 11100011 10111111 01101111,4
2025-11-29T22:05:00.492533,01011101 00100010 11111111 00010001 01011111 11111010 01111100 11110000 00000111 11100010 10111111 01101111,8
2025-11-29T22:05:00.906940,11011101 00100010 11111101 00010001 01111110 01111010 01111000 11110001 10000111 11100011 10111111 01100111,10
2025-11-29T22:05:01.382089,11011001 00101010 11111101 00010000 01111111 01111010 01110100 11110001 00000111 11101111 10111001 01101111,12
2025-11-29T22:05:01.759302,11011001 00100010 11111101 00010000 01111111 01111010 01110100 11110000 10000111 11101111 10111001 01101111,3
2025-11-29T22:05:02.126625,11011101 00100010 11111101 00010010 01111111 01111010 01110100 11110001 00000111 11101111 10101111 01101111,7
2025-11-29T22:05:02.538027,11011001 00100010 11111101 01010011 01111101 01111010 01110100 11110001 00000111 11101110 10111001 01101111,8
2025-11-29T22:05:03.108121,11011101 00100010 11111101 00010001 01011111 01111010 01111100 11110101 00000111 11101010 10111101 01101111,9
2025-11-29T22:05:03.508102,11011101 00100010 11111101 01010001 01011111 01111010 01110100 11110100 00000111 11101110 10101101 01101111,5
